timestamp,connection_client,state_client,recv_q_client,send_q_client,rtt_client,rttvar_client,minrtt_client,rto_client,cwnd_client,ssthresh_client,rwnd_client,mss_client,pmtu_client,advmss_client,rcvmss_client,wscale_client,wscale_snd_client,wscale_rcv_client,send_rate_client,pacing_rate_client,delivery_rate_client,retrans_client,retrans_total_client,packets_out_client,inflight_data_client,bytes_acked_client,segs_out_client,segs_in_client,retrans_rate_client,data_segs_out_client,data_segs_in_client,lastrcv_client,congestion_algorithm_client,busy_time_client,rwnd_limited_time_client,rwnd_limited_ratio_client,socket_rx_queue_client,socket_rx_buffer_client,socket_tx_queue_client,socket_tx_buffer_client,socket_forward_alloc_client,socket_write_queue_client,socket_opt_mem_client,socket_backlog_client,socket_dropped_client,tcp_features_client,bdp_client,recommended_window_client,notsent_client,lastack_client,lastsnd_client,rcv_ssthresh_client,snd_wnd_client,max_pacing_rate_client,lost_client,sacked_client,dsack_dups_client,spurious_retrans_rate_client,bytes_sent_client,bytes_received_client,bytes_retrans_client,delivered_client,delivered_ce_client,reordering_client,rcv_ooopack_client,reord_seen_client,rcv_rtt_client,ato_client,sndbuf_limited_time_client,sndbuf_limited_ratio_client,cwnd_limited_time_client,cwnd_limited_ratio_client,tcp_ecn_client,tcp_ecnseen_client,tcp_fastopen_client,timer_expires_ms_client,timer_retrans_client,backoff_client,uid_client,ino_client,sk_cookie_client,bpf_id_client,tos_client,tclass_client,priority_client,bbr_bw_client,bbr_mrtt_client,bbr_pacing_gain_client,bbr_cwnd_gain_client,dctcp_ce_state_client,dctcp_alpha_client,dctcp_ab_ecn_client,dctcp_ab_tot_client,mptcp_token_client,mptcp_seq_client,mptcp_maplen_client,side_client,connection_server,state_server,recv_q_server,send_q_server,rtt_server,rttvar_server,minrtt_server,rto_server,cwnd_server,ssthresh_server,rwnd_server,mss_server,pmtu_server,advmss_server,rcvmss_server,wscale_server,wscale_snd_server,wscale_rcv_server,send_rate_server,pacing_rate_server,retrans_server,retrans_total_server,bytes_received_server,segs_out_server,segs_in_server,lastsnd_server,lastack_server,rcv_rtt_server,ato_server,congestion_algorithm_server,socket_rx_queue_server,socket_rx_buffer_server,socket_tx_queue_server,socket_tx_buffer_server,socket_forward_alloc_server,socket_write_queue_server,socket_opt_mem_server,socket_backlog_server,socket_dropped_server,tcp_features_server,bdp_server,recommended_window_server,lastrcv_server,rcv_ssthresh_server,snd_wnd_server,delivery_rate_server,max_pacing_rate_server,packets_out_server,inflight_data_server,retrans_rate_server,lost_server,sacked_server,dsack_dups_server,spurious_retrans_rate_server,data_segs_out_server,data_segs_in_server,bytes_sent_server,bytes_acked_server,bytes_retrans_server,delivered_server,delivered_ce_server,reordering_server,rcv_ooopack_server,reord_seen_server,notsent_server,busy_time_server,rwnd_limited_time_server,rwnd_limited_ratio_server,sndbuf_limited_time_server,sndbuf_limited_ratio_server,cwnd_limited_time_server,cwnd_limited_ratio_server,tcp_ecn_server,tcp_ecnseen_server,tcp_fastopen_server,timer_expires_ms_server,timer_retrans_server,backoff_server,uid_server,ino_server,sk_cookie_server,bpf_id_server,tos_server,tclass_server,priority_server,bbr_bw_server,bbr_mrtt_server,bbr_pacing_gain_server,bbr_cwnd_gain_server,dctcp_ce_state_server,dctcp_alpha_server,dctcp_ab_ecn_server,dctcp_ab_tot_server,mptcp_token_server,mptcp_seq_server,mptcp_maplen_server,side_server
2025-11-27 09:59:57.503999949,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,10985976.0,1.645,0.013,0.041,202.0,2912.0,2172.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,20510000000.0,24600000000.0,20440000000.0,0,1477,2772.0,4013856.0,374952648486.0,258954245.0,3538600.0,1e-05,258954243.0,0.0,178482.0,cubic,177890.0,17485.0,0.098,0.0,87380.0,199321.0,16777216.0,1417480.0,11202296.0,0.0,0.0,0.0,"timestamps, SACK",5140625.0,20562500.0,6972120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,101360.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,375309438581.0,3541688.0,259197547.0,178644.0,26.0,2.2,40.0,cubic,135680.0,16777216.0,2.0,87040.0,1568256.0,0.0,0.0,0.0,1127.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 09:59:58.615000010,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,11903640.0,1.427,0.014,0.041,202.0,3032.0,2172.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,24610000000.0,29260000000.0,20580000000.0,0,1477,2655.0,3844440.0,377409619230.0,260650986.0,3560425.0,1e-05,260650984.0,0.0,179592.0,cubic,178995.0,17617.0,0.098,0.0,87380.0,132881.0,16777216.0,516640.0,12107232.0,0.0,0.0,0.0,"timestamps, SACK",4459375.0,17837500.0,8098224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,9383040.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,377681922869.0,3562435.0,260836061.0,179804.0,0.0,0.813,40.0,cubic,12552192.0,16777216.0,0.0,87040.0,1697792.0,0.0,0.0,2680128.0,1128.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 09:59:59.732000113,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,15964200.0,1.512,0.018,0.041,202.0,3099.0,2172.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,23740000000.0,30840000000.0,19700000000.0,0,1478,2925.0,4235400.0,379466904102.0,262072084.0,3577607.0,1e-05,262072082.0,0.0,180710.0,cubic,180109.0,17760.0,0.099,0.0,87380.0,199320.0,16777216.0,113112.0,16279080.0,0.0,0.0,0.0,"timestamps, SACK",4725000.0,18900000.0,12184952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,6646320.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,379897481381.0,3581716.0,262366169.0,180900.0,6.0,1.038,40.0,cubic,8891392.0,16777216.0,2.0,87040.0,959488.0,0.0,0.0,0.0,1128.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:00.835000038,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,15508080.0,0.894,0.08,0.041,201.0,3250.0,2172.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,42110000000.0,0.0,16460000000.0,0,1480,1530.0,2215440.0,381837895318.0,263708143.0,3598518.0,1e-05,263708141.0,0.0,181813.0,cubic,181192.0,17862.0,0.099,0.0,87380.0,265760.0,16777216.0,1005456.0,15812720.0,0.0,0.0,0.0,"timestamps, SACK",2793750.0,11175000.0,13292640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,61672.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,382223772837.0,3601400.0,263972766.0,182013.0,12.0,1.304,40.0,cubic,87168.0,16777216.0,0.0,87040.0,1149824.0,0.0,0.0,0.0,1130.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:02.033999920,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,12445560.0,1.09,0.378,0.041,202.0,2453.0,2306.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,26070000000.0,33460000000.0,4200000000.0,0,1506,2453.0,3551944.0,384185805598.0,265330600.0,3619160.0,1e-05,265330598.0,0.0,182996.0,cubic,182375.0,17978.0,0.099,0.0,87380.0,132880.0,16777216.0,7560.0,12690040.0,0.0,0.0,0.0,"timestamps, SACK",3406250.0,13625000.0,12933536.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,130320.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,384391580877.0,3621464.0,265469907.0,183102.0,7.0,1.0,40.0,cubic,174336.0,16777216.0,2.0,87040.0,1009408.0,0.0,0.0,174336.0,1156.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:03.127000093,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,16485480.0,1.748,0.018,0.041,202.0,2650.0,2306.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,17560000000.0,21070000000.0,17420000000.0,0,1506,2610.0,3779280.0,386301457110.0,266791848.0,3642997.0,1e-05,266791846.0,0.0,184105.0,cubic,183482.0,17988.0,0.098,0.0,87380.0,0.0,16777216.0,11672.0,16810600.0,0.0,0.0,0.0,"timestamps, SACK",5462500.0,21850000.0,12706200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,10425600.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,386517530445.0,3644521.0,266938111.0,184210.0,0.0,0.643,40.0,cubic,13946880.0,16777216.0,0.0,87040.0,524288.0,0.0,0.0,1660160.0,1156.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:04.351999998,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,16485480.0,0.305,0.073,0.041,201.0,2829.0,2306.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,107450000000.0,0.0,18340000000.0,0,1508,2790.0,4039920.0,388447052262.0,268273817.0,3665246.0,1e-05,268273815.0,0.0,185325.0,cubic,184702.0,18045.0,0.098,0.0,87380.0,0.0,16777216.0,4760.0,16809320.0,0.0,0.0,0.0,"timestamps, SACK",953125.0,3812500.0,12445560.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,3127680.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,388452851501.0,3665262.0,268274682.0,185327.0,3.0,1.045,40.0,cubic,4184320.0,16777216.0,0.0,87040.0,1332992.0,0.0,0.0,87168.0,1158.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:05.453000069,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,0.0,0.76,0.102,0.041,201.0,2937.0,2306.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,44770000000.0,0.0,17580000000.0,0,1510,0.0,0.0,389747235150.0,269168975.0,3675170.0,1e-05,269168973.0,0.0,186432.0,cubic,185783.0,18117.0,0.098,0.0,87380.0,0.0,16777216.0,1081344.0,0.0,0.0,0.0,0.0,"timestamps, SACK",2375000.0,9500000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,3323160.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11216776.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,389822383805.0,3675806.0,269220524.0,186497.0,1.0,1.126,40.0,cubic,4445568.0,16777216.0,0.0,87040.0,1821312.0,0.0,0.0,0.0,1160.0,"timestamps, SACK",224999.0,899996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:06.543999910,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,10470104.0,0.331,0.013,0.041,201.0,3036.0,2306.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,106250000000.0,0.0,15890000000.0,0,1510,450.0,651600.0,391652552846.0,270485300.0,3690717.0,1e-05,270485298.0,0.0,187522.0,cubic,186833.0,18208.0,0.09699999999999999,0.0,87380.0,265760.0,16777216.0,927784.0,10643416.0,0.0,768.0,0.0,"timestamps, SACK",1034375.0,4137500.0,10378824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,9057240.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11345080.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,392047435949.0,3693538.0,270757236.0,187787.0,0.0,1.161,40.0,cubic,12116352.0,16777216.0,0.0,87040.0,368256.0,0.0,0.0,2973568.0,1160.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
2025-11-27 10:00:07.642999887,192.168.70.32:49780->192.168.70.31:5201,ESTAB,0.0,11403000.0,0.254,0.022,0.041,201.0,2201.0,2153.0,14480.0,1448.0,0.0,1448.0,536.0,"9,9",9,9,100380000000.0,0.0,19310000000.0,0,1588,585.0,847080.0,393315384390.0,271633961.0,3703582.0,1e-05,271633959.0,0.0,188621.0,cubic,187925.0,18567.0,0.099,0.0,87380.0,265760.0,16777216.0,991496.0,11628280.0,0.0,0.0,0.0,"timestamps, SACK",793750.0,3175000.0,10655480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,192.168.70.31:5201->192.168.70.32:49780,ESTAB,4197784.0,0.0,0.072,0.036,0.072,203.0,10.0,0.0,11345080.0,1448.0,0.0,1448.0,1448.0,"9,9",9.0,9.0,1610000000.0,3220000000.0,0.0,0.0,393896658157.0,3708059.0,272034481.0,188899.0,12.0,1.003,40.0,cubic,5665920.0,16777216.0,0.0,87040.0,1678208.0,0.0,0.0,0.0,1241.0,"timestamps, SACK",224999.0,899996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,server
