timestamp,connection,state,rtt,rttvar,minrtt,rto,cwnd,ssthresh,rwnd,rcv_ssthresh,snd_wnd,mss,pmtu,advmss,rcvmss,send_rate,pacing_rate,delivery_rate,send_q,recv_q,socket_tx_queue,socket_tx_buffer,socket_rx_queue,socket_rx_buffer,socket_forward_alloc,socket_write_queue,socket_opt_mem,socket_backlog,socket_dropped,packets_out,inflight_data,retrans,retrans_rate,retrans_total,lost,sacked,dsack_dups,spurious_retrans_rate,segs_out,segs_in,data_segs_out,data_segs_in,bytes_sent,bytes_acked,bytes_received,lastsnd,lastrcv,lastack,app_limited,rcv_rtt,ato,congestion_algorithm,ca_state,reordering,rcv_ooopack,busy_time,rwnd_limited_time,rwnd_limited_ratio,sndbuf_limited_time,sndbuf_limited_ratio,cwnd_limited_time,cwnd_limited_ratio,tcp_features,bdp,recommended_window
1762859747.951,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.234,0.009,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,294750000000.0,0.0,9440000000.0,12755432.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,1751670784.0,13318463488.0,0.0,0.0,0.0,214.0,317308928.0,0,3e-05,15523,0.0,0.0,15370.0,0.9901399999999999,497409914.0,8266551.0,497409912.0,0.0,0.0,0.0,0.0,0.0,1565046.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",748800000.0,2995200000.0
1762859749.995,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.287,0.042,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,240320000000.0,0.0,14620000000.0,16505752.0,0.0,0.0,17179869184.0,0.0,89477120.0,2465792.0,17236123648.0,0.0,0.0,0.0,5793.0,8589582336.0,0,3e-05,15543,0.0,0.0,15390.0,0.99016,498032886.0,8276737.0,498032884.0,0.0,0.0,0.0,0.0,31.0,1567092.0,40.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",918400000.0,3673600000.0
1762859752.053,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.255,0.019,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,270480000000.00003,0.0,10320000000.0,16011984.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,75284480.0,16718708736.0,0.0,786432.0,0.0,214.0,317308928.0,0,3e-05,15563,0.0,0.0,15410.0,0.99017,498642128.0,8286940.0,498642126.0,0.0,0.0,0.0,0.0,0.0,1569150.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",816000000.0,3264000000.0
1762859754.141,100.100.103.205:48276->100.100.103.201:5001,ESTAB,5.33,10.211,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,12940000000.0,15530000000.0,1640000000.0,5947544.0,0.0,136069120.0,17179869184.0,0.0,89477120.0,892928.0,6210871296.0,0.0,0.0,0.0,1906.0,2826125312.0,0,3e-05,15583,0.0,0.0,15430.0,0.9901800000000001,499243015.0,8296466.0,499243013.0,0.0,0.0,0.0,0.0,1.0,1571193.0,3.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",17055998976.0,68223995904.0
1762859756.186,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.25,0.015,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,275880000000.0,0.0,10800000000.0,16219048.0,0.0,0.0,17179869184.0,0.0,89477120.0,614400.0,16935985152.0,0.0,0.0,0.0,5793.0,8589582336.0,0,3e-05,15603,0.0,0.0,15450.0,0.99019,499872558.0,8306697.0,499872556.0,0.0,0.0,0.0,0.0,20.0,1573282.0,29.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",800000000.0,3200000000.0
1762859758.254,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.241,0.014,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,286190000000.0,0.0,12260000000.0,11372592.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,2138259456.0,11874910208.0,0.0,0.0,0.0,204.0,302481408.0,0,3e-05,15623,0.0,0.0,15470.0,0.99021,500455829.0,8316208.0,500455827.0,0.0,0.0,0.0,0.0,0.0,1575351.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",771200000.0,3084800000.0
1762859760.361,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.207,0.024,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,333190000000.0,0.0,9910000000.0,16337784.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,146153472.0,17058881536.0,0.0,0.0,0.0,258.0,382550016.0,0,3e-05,15644,0.0,0.0,15491.0,0.9902200000000001,501031566.0,8325213.0,501031564.0,0.0,0.0,0.0,0.0,0.0,1577457.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",662400000.0,2649600000.0
1762859762.457,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.236,0.012,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,292250000000.0,0.0,11780000000.0,12949464.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,1549049856.0,13521084416.0,0.0,0.0,0.0,213.0,315826176.0,0,3e-05,15666,0.0,0.0,15513.0,0.9902299999999999,501638529.0,8334752.0,501638527.0,0.0,0.0,0.0,0.0,0.0,1579553.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",755200000.0,3020800000.0
1762859764.544,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.332,0.152,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,207740000000.0,0.0,4630000000.0,14768152.0,0.0,0.0,17179869184.0,0.0,89477120.0,1024000.0,15421431808.0,0.0,0.0,0.0,5787.0,8580685824.0,0,3e-05,15686,0.0,0.0,15533.0,0.9902500000000001,502252059.0,8344237.0,502252057.0,0.0,0.0,0.0,0.0,28.0,1581594.0,37.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",1062400000.0,4249600000.0
1762859766.655,100.100.103.205:48276->100.100.103.201:5001,ESTAB,0.249,0.023,0.027,0.0,5954.0,4465.0,14827520.0,0.0,0.0,1448.0,1500.0,1448.0,536.0,276990000000.0,0.0,9770000000.0,11712872.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,691429376.0,12231221248.0,0.0,0.0,0.0,229.0,339550208.0,0,3e-05,15710,0.0,0.0,15557.0,0.9902599999999999,502871400.0,8353599.0,502871398.0,0.0,0.0,0.0,0.0,0.0,1583752.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",796798976.0,3187195904.0
