timestamp,connection,state,rtt,rttvar,minrtt,rto,cwnd,ssthresh,rwnd,rcv_ssthresh,snd_wnd,mss,pmtu,advmss,rcvmss,send_rate,pacing_rate,delivery_rate,send_q,recv_q,socket_tx_queue,socket_tx_buffer,socket_rx_queue,socket_rx_buffer,socket_forward_alloc,socket_write_queue,socket_opt_mem,socket_backlog,socket_dropped,packets_out,inflight_data,retrans,retrans_rate,retrans_total,lost,sacked,dsack_dups,spurious_retrans_rate,segs_out,segs_in,data_segs_out,data_segs_in,bytes_sent,bytes_acked,bytes_received,lastsnd,lastrcv,lastack,app_limited,rcv_rtt,ato,congestion_algorithm,ca_state,reordering,rcv_ooopack,busy_time,rwnd_limited_time,rwnd_limited_ratio,sndbuf_limited_time,sndbuf_limited_ratio,cwnd_limited_time,cwnd_limited_ratio,tcp_features,bdp,recommended_window
1762858994.143,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,0.0,0.0,89128960.0,0.0,17179869184.0,1547698176.0,0.0,0.0,0.0,8141.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4586082.0,273717770.0,0.0,0.0,0.0,0.0,0.0,811244.0,0.0,10.0,,0.782,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762858996.441,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,7044520.0,0.0,89128960.0,9656926208.0,17179869184.0,1520893952.0,0.0,0.0,0.0,8176.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4596990.0,274382080.0,0.0,0.0,0.0,0.0,0.0,813542.0,0.0,7.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762858998.646,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,0.0,2048.0,89128960.0,0.0,17179869184.0,1522532352.0,0.0,0.0,0.0,8198.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4607572.0,275032553.0,0.0,0.0,0.0,0.0,0.0,815747.0,0.0,12.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859000.85,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,13280.0,0.0,89128960.0,89260032.0,17179869184.0,1085145088.0,0.0,0.0,0.0,8264.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4617751.0,275661063.0,0.0,0.0,0.0,0.0,0.0,817951.0,0.0,17.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859003.052,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,2322592.0,0.0,89128960.0,3182952448.0,17179869184.0,4718592.0,0.0,0.0,0.0,8286.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4627706.0,276275767.0,0.0,0.0,0.0,0.0,0.0,820154.0,0.0,0.0,,0.969,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859005.341,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,2712104.0,0.0,89128960.0,3717332992.0,17179869184.0,2079195136.0,0.0,0.0,0.0,8308.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4637634.0,276913116.0,0.0,0.0,0.0,0.0,0.0,822442.0,0.0,8.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859007.546,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,0.0,0.0,89128960.0,0.0,17179869184.0,1522532352.0,0.0,0.0,0.0,8330.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4647756.0,277549008.0,0.0,0.0,0.0,0.0,0.0,824647.0,0.0,13.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859009.748,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,0.0,0.0,89128960.0,0.0,17179869184.0,1178599424.0,0.0,0.0,0.0,8362.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4657673.0,278178503.0,0.0,0.0,0.0,0.0,0.0,826849.0,0.0,13.0,,1.073,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859012.035,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,3291304.0,0.0,89128960.0,4511105024.0,17179869184.0,35520512.0,0.0,0.0,0.0,8384.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4668033.0,278840232.0,0.0,0.0,0.0,0.0,0.0,829054.0,0.0,0.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
1762859014.241,100.100.103.201:5001->100.100.103.205:48270,ESTAB,0.042,0.021,0.042,0.0,10.0,33.0,16549281792.0,0.0,0.0,1448.0,1500.0,1448.0,1448.0,2760000000.0,5520000000.0,0.0,0.0,1039664.0,0.0,89128960.0,1425014784.0,17179869184.0,1162870784.0,0.0,0.0,0.0,8407.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4678343.0,279529780.0,0.0,0.0,0.0,0.0,0.0,831342.0,0.0,8.0,,1.0,40.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",134400000.0,537600000.0
