timestamp,connection,state,rtt,rttvar,minrtt,rto,cwnd,ssthresh,rwnd,rcv_ssthresh,snd_wnd,mss,pmtu,advmss,rcvmss,wscale,wscale_snd,wscale_rcv,send_rate,pacing_rate,delivery_rate,max_pacing_rate,send_q,recv_q,socket_tx_queue,socket_tx_buffer,socket_rx_queue,socket_rx_buffer,socket_forward_alloc,socket_write_queue,socket_opt_mem,socket_backlog,socket_dropped,packets_out,inflight_data,retrans,retrans_rate,retrans_total,lost,sacked,dsack_dups,spurious_retrans_rate,segs_out,segs_in,data_segs_out,data_segs_in,bytes_sent,bytes_acked,bytes_received,bytes_retrans,delivered,delivered_ce,reordering,rcv_ooopack,reord_seen,notsent,lastsnd,lastrcv,lastack,app_limited,rcv_rtt,ato,congestion_algorithm,ca_state,busy_time,rwnd_limited_time,rwnd_limited_ratio,sndbuf_limited_time,sndbuf_limited_ratio,cwnd_limited_time,cwnd_limited_ratio,tcp_features,tcp_ecn,tcp_ecnseen,tcp_fastopen,bdp,recommended_window,timer_state,timer_expires_ms,timer_retrans,backoff,uid,ino,sk_cookie,bpf_id,cgroup_path,tos,tclass,priority,bbr_bw,bbr_mrtt,bbr_pacing_gain,bbr_cwnd_gain,dctcp_ce_state,dctcp_alpha,dctcp_ab_ecn,dctcp_ab_tot,mptcp_flags,mptcp_token,mptcp_seq,mptcp_maplen
1763522453.187,192.168.70.32:41656->192.168.70.31:5201,ESTAB,1.365,0.059,0.045,0.0,3620.0,2504.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,30720000000.0,33700000000.000004,12980000000.0,0.0,15245024.0,0.0,0.0,17179869184.0,0.0,89477120.0,94928896.0,15918923776.0,0.0,2359296.0,0.0,3330.0,4937564160.0,0,0.0,590,0.0,0.0,0.0,0.0,121528205.0,1954273.0,121528203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102697.0,1.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,4368000000.0,17472000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522455.303,192.168.70.32:41656->192.168.70.31:5201,ESTAB,3.035,0.049,0.045,0.0,3968.0,2504.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,15150000000.0,18170000000.0,12670000000.0,0.0,13748760.0,0.0,68034560.0,17179869184.0,0.0,89477120.0,1788583936.0,14355292160.0,0.0,0.0,0.0,3960.0,5871697920.0,0,0.0,590,0.0,0.0,0.0,0.0,124291362.0,1999072.0,124291360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104818.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,9712000000.0,38848000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522457.393,192.168.70.32:41656->192.168.70.31:5201,ESTAB,2.99,0.027,0.045,0.0,3040.0,2886.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,11780000000.0,14130000000.0,11530000000.0,0.0,15247440.0,0.0,136069120.0,17179869184.0,0.0,89477120.0,1292025856.0,15921397760.0,0.0,0.0,0.0,3015.0,4470497280.0,0,0.0,601,0.0,0.0,0.0,0.0,126454175.0,2033640.0,126454173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106908.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,9568000000.0,38272000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522459.483,192.168.70.32:41656->192.168.70.31:5201,ESTAB,1.143,0.083,0.045,0.0,4123.0,3091.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,41790000000.0,0.0,12700000000.0,0.0,16224840.0,0.0,0.0,17179869184.0,0.0,89477120.0,279896064.0,16941916160.0,0.0,0.0,0.0,1530.0,2268610560.0,0,0.0,612,0.0,0.0,0.0,0.0,128086820.0,2055396.0,128086818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108997.0,2.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,3657598976.0,14630395904.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522461.583,192.168.70.32:41656->192.168.70.31:5201,ESTAB,0.567,0.061,0.045,0.0,3313.0,2886.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,67690000000.0,0.0,18130000000.0,0.0,12998560.0,0.0,272138240.0,17179869184.0,0.0,89477120.0,2981888.0,13573980160.0,0.0,0.0,0.0,585.0,867409920.0,0,0.0,624,0.0,0.0,0.0,0.0,130686488.0,2096031.0,130686486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111097.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,1814398976.0,7257595904.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522463.689,192.168.70.32:41656->192.168.70.31:5201,ESTAB,1.863,0.112,0.045,0.0,2681.0,2393.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,16670000000.000002,18990000000.0,11390000000.0,0.0,12447480.0,0.0,68034560.0,17179869184.0,0.0,89477120.0,58990592.0,12997877760.0,0.0,0.0,0.0,2655.0,3936706560.0,0,1e-05,781,0.0,0.0,0.0,0.0,132858334.0,2132301.0,132858332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113203.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,5961600000.0,23846400000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522465.779,192.168.70.32:41656->192.168.70.31:5201,ESTAB,1.631,0.297,0.045,0.0,3100.0,2393.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,22020000000.0,26410000000.0,10250000000.0,0.0,16485480.0,0.0,0.0,17179869184.0,0.0,89477120.0,13262848.0,17212743680.0,0.0,0.0,0.0,3060.0,4537221120.0,0,1e-05,781,0.0,0.0,0.0,0.0,135463733.0,2178310.0,135463731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115294.0,4.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,5219200000.0,20876800000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522467.878,192.168.70.32:41656->192.168.70.31:5201,ESTAB,1.539,0.308,0.045,0.0,3463.0,2393.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,26070000000.0,31260000000.0,14980000000.0,0.0,14976408.0,0.0,0.0,17179869184.0,0.0,89477120.0,3252224.0,15637307392.0,0.0,0.0,0.0,3420.0,5071011840.0,0,1e-05,781,0.0,0.0,0.0,0.0,138114360.0,2226524.0,138114358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117392.0,1.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,4924800000.0,19699200000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522469.965,192.168.70.32:41656->192.168.70.31:5201,ESTAB,3.058,0.062,0.045,0.0,3783.0,2393.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,14330000000.0,17200000000.0,14350000000.0,0.0,13227480.0,0.0,199655424.0,17179869184.0,0.0,89477120.0,1262002176.0,13812326400.0,0.0,0.0,0.0,3780.0,5604802560.0,0,1e-05,784,0.0,0.0,0.0,0.0,140829852.0,2268350.0,140829850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119480.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,9785600000.0,39142400000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1763522472.056,192.168.70.32:41656->192.168.70.31:5201,ESTAB,2.658,0.053,0.045,0.0,3004.0,2782.0,14827520.0,0.0,0.0,1448.0,0.0,1448.0,536.0,,0.0,0.0,13090000000.0,15120000000.0,11330000000.0,0.0,13488120.0,0.0,0.0,17179869184.0,0.0,89477120.0,29368320.0,14084464640.0,0.0,0.0,0.0,2970.0,4403773440.0,0,1e-05,812,0.0,0.0,0.0,0.0,143559664.0,2312280.0,143559662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121571.0,0.0,,0.0,0.0,cubic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timestamps, SACK",0.0,0.0,0.0,8505598976.0,34022395904.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
