frame.time_epoch,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.flags,tcp.seq,tcp.ack,tcp.len,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.duplicate_ack,tcp.analysis.ack_rtt,tcp.window_size
1762830007.867421000,10.10.216.21,443,10.10.64.28,18754,0x0010,70973,1227,1310,,,,,64384
1762830007.915312000,10.10.216.21,443,10.10.64.28,18754,0x0010,72283,1227,1310,,,,,64384
1762830007.915841000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,70973,0,,,,0.049132000,132096
1762830007.915961000,10.10.216.21,443,10.10.64.28,18754,0x0010,73593,1227,1310,,,,,64384
1762830007.955354000,10.10.216.21,443,10.10.64.28,18754,0x0010,70973,1227,1310,1,,,,64384
1762830007.955981000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,73593,0,,,,0.040669000,132096
1762830007.956062000,10.10.216.21,443,10.10.64.28,18754,0x0010,73593,1227,1310,1,,,,64384
1762830007.956086000,10.10.216.21,443,10.10.64.28,18754,0x0010,74903,1227,1310,,,,,64384
1762830007.956570000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,76213,0,,,,0.000484000,132096
1762830007.956663000,10.10.216.21,443,10.10.64.28,18754,0x0010,76213,1227,1310,,,,,64384
1762830007.956692000,10.10.216.21,443,10.10.64.28,18754,0x0010,77523,1227,1310,,,,,64384
1762830007.957195000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,76213,0,,,1\,1,,132096
1762830007.957276000,10.10.216.21,443,10.10.64.28,18754,0x0010,78833,1227,1310,,,,,64384
1762830007.957706000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,76213,0,,,1\,1,,132096
1762830007.957769000,10.10.216.21,443,10.10.64.28,18754,0x0010,76213,1227,1310,1,1,,,64384
1762830007.958205000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,80143,0,,,,0.000929000,132096
1762830007.958261000,10.10.216.21,443,10.10.64.28,18754,0x0010,80143,1227,1310,,,,,64384
1762830007.958278000,10.10.216.21,443,10.10.64.28,18754,0x0010,81453,1227,1310,,,,,64384
1762830007.958737000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,82763,0,,,,0.000459000,132096
1762830007.958766000,10.10.216.21,443,10.10.64.28,18754,0x0010,82763,1227,1310,,,,,64384
1762830007.958779000,10.10.216.21,443,10.10.64.28,18754,0x0010,84073,1227,1310,,,,,64384
1762830007.959210000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,82763,0,,,1\,1,,132096
1762830007.959261000,10.10.216.21,443,10.10.64.28,18754,0x0010,85383,1227,1310,,,,,64384
1762830007.995351000,10.10.216.21,443,10.10.64.28,18754,0x0010,82763,1227,1310,1,,,,64384
1762830007.995905000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,85383,0,,,,0.037126000,132096
1762830007.996024000,10.10.216.21,443,10.10.64.28,18754,0x0010,85383,1227,1310,1,,,,64384
1762830007.996054000,10.10.216.21,443,10.10.64.28,18754,0x0010,86693,1227,1310,,,,,64384
1762830007.996695000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,88003,0,,,,0.000641000,132096
1762830007.996908000,10.10.216.21,443,10.10.64.28,18754,0x0010,88003,1227,1310,,,,,64384
1762830007.996938000,10.10.216.21,443,10.10.64.28,18754,0x0010,89313,1227,1310,,,,,64384
1762830008.025318000,10.10.216.21,443,10.10.64.28,18756,0x0010,30287,1211,1310,1,,,,64384
1762830008.045377000,10.10.216.21,443,10.10.64.28,18754,0x0010,90623,1227,1310,,,,,64384
1762830008.046953000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,89313,0,,,,0.050045000,132096
1762830008.245311000,10.10.216.21,443,10.10.64.28,18754,0x0010,89313,1227,1310,1,,,,64384
1762830008.295976000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,90623,0,,,,0.299038000,132096
1762830008.296077000,10.10.216.21,443,10.10.64.28,18754,0x0010,91933,1227,1310,,,,,64384
1762830008.296104000,10.10.216.21,443,10.10.64.28,18754,0x0010,93243,1227,1310,,,,,64384
1762830008.296608000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,90623,0,,,1\,1,,132096
1762830008.296741000,10.10.216.21,443,10.10.64.28,18754,0x0010,90623,1227,1310,1,,,,64384
1762830008.296771000,10.10.216.21,443,10.10.64.28,18754,0x0010,91933,1227,1310,1,,,,64384
1762830008.297242000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,91933,0,,,,0.251865000,132096
1762830008.297372000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,94553,0,,,,0.001268000,132096
1762830008.297481000,10.10.216.21,443,10.10.64.28,18754,0x0010,94553,1227,1310,,,,,64384
1762830008.297505000,10.10.216.21,443,10.10.64.28,18754,0x0010,95863,1227,1310,,,,,64384
1762830008.298115000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,97173,0,,,,0.000610000,132096
1762830008.298254000,10.10.216.21,443,10.10.64.28,18754,0x0010,97173,1227,1310,,,,,64384
1762830008.298274000,10.10.216.21,443,10.10.64.28,18754,0x0010,98483,1227,1310,,,,,64384
1762830008.298774000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,99793,0,,,,0.000500000,132096
1762830008.298833000,10.10.216.21,443,10.10.64.28,18754,0x0010,99793,1227,1310,,,,,64384
1762830008.298848000,10.10.216.21,443,10.10.64.28,18754,0x0010,101103,1227,1310,,,,,64384
1762830008.299334000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,102413,0,,,,0.000486000,132096
1762830008.299387000,10.10.216.21,443,10.10.64.28,18754,0x0010,102413,1227,1310,,,,,64384
1762830008.299399000,10.10.216.21,443,10.10.64.28,18754,0x0010,103723,1227,1310,,,,,64384
1762830008.299814000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,102413,0,,,1\,1,,132096
1762830008.299866000,10.10.216.21,443,10.10.64.28,18754,0x0010,105033,1227,1310,,,,,64384
1762830008.300274000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,102413,0,,,1\,1,,132096
1762830008.300319000,10.10.216.21,443,10.10.64.28,18754,0x0010,102413,1227,1310,1,1,,,64384
1762830008.455296000,10.10.216.21,443,10.10.64.28,18756,0x0010,30287,1211,1310,1,,,,64384
1762830008.455890000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,34217,0,,,,0.649491000,132096
1762830008.455976000,10.10.216.21,443,10.10.64.28,18756,0x0010,35527,1211,1310,,,,,64384
1762830008.456010000,10.10.216.21,443,10.10.64.28,18756,0x0010,36837,1211,1310,,,,,64384
1762830008.456536000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,34217,0,,,1\,1,,132096
1762830008.456664000,10.10.216.21,443,10.10.64.28,18756,0x0010,34217,1211,1310,1,,,,64384
1762830008.456683000,10.10.216.21,443,10.10.64.28,18756,0x0010,35527,1211,1310,1,,,,64384
1762830008.457185000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,35527,0,,,,0.650120000,132096
1762830008.457271000,10.10.216.21,443,10.10.64.28,18756,0x0010,38147,1211,1310,,,,,64384
1762830008.457687000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,35527,0,,,1\,1,,132096
1762830008.457740000,10.10.216.21,443,10.10.64.28,18756,0x0010,35527,1211,1310,1,,,,64384
1762830008.458239000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,39457,0,,,,0.000968000,132096
1762830008.458285000,10.10.216.21,443,10.10.64.28,18756,0x0010,39457,1211,1310,,,,,64384
1762830008.458300000,10.10.216.21,443,10.10.64.28,18756,0x0010,40767,1211,1310,,,,,64384
1762830008.458863000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,42077,0,,,,0.000563000,132096
1762830008.458911000,10.10.216.21,443,10.10.64.28,18756,0x0010,42077,1211,1310,,,,,64384
1762830008.458923000,10.10.216.21,443,10.10.64.28,18756,0x0010,43387,1211,1310,,,,,64384
1762830008.495329000,10.10.216.21,443,10.10.64.28,18756,0x0010,44697,1211,1310,,,,,64384
1762830008.495862000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,43387,0,,,,0.036951000,132096
1762830008.495966000,10.10.216.21,443,10.10.64.28,18756,0x0010,46007,1211,2620,,,,,64384
1762830008.496491000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,43387,0,,,1\,1,,132096
1762830008.496596000,10.10.216.21,443,10.10.64.28,18756,0x0010,43387,1211,1310,1,,,,64384
1762830008.497040000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,46007,0,,,,0.001711000,132096
1762830008.497159000,10.10.216.21,443,10.10.64.28,18756,0x0010,46007,1211,1310,1,,,,64384
1762830008.497184000,10.10.216.21,443,10.10.64.28,18756,0x0010,48627,1211,1310,,,,,64384
1762830008.497675000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,48627,0,,,,0.001709000,132096
1762830008.497704000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,49937,0,,,,0.000520000,132096
1762830008.497744000,10.10.216.21,443,10.10.64.28,18756,0x0010,49937,1211,1310,,,,,64384
1762830008.497758000,10.10.216.21,443,10.10.64.28,18756,0x0010,51247,1211,1310,,,,,64384
1762830008.497901000,10.10.216.21,443,10.10.64.28,18756,0x0010,52557,1211,1310,,,,,64384
1762830008.535307000,10.10.216.21,443,10.10.64.28,18754,0x0010,102413,1227,1310,1,,,,64384
1762830008.536511000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,106343,0,,,,0.236645000,132096
1762830008.536610000,10.10.216.21,443,10.10.64.28,18754,0x0010,106343,1227,1310,,,,,64384
1762830008.536636000,10.10.216.21,443,10.10.64.28,18754,0x0010,107653,1227,1310,,,,,64384
1762830008.537724000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,106343,0,,,1\,1,,132096
1762830008.537871000,10.10.216.21,443,10.10.64.28,18754,0x0010,108963,1227,1310,,,,,64384
1762830008.538469000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,106343,0,,,1\,1,,132096
1762830008.538584000,10.10.216.21,443,10.10.64.28,18754,0x0010,106343,1227,1310,1,1,,,64384
1762830008.539066000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,110273,0,,,,0.001195000,132096
1762830008.539150000,10.10.216.21,443,10.10.64.28,18754,0x0010,110273,1227,1310,,,,,64384
1762830008.539163000,10.10.216.21,443,10.10.64.28,18754,0x0010,111583,1227,1310,,,,,64384
1762830008.539641000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,112893,0,,,,0.000478000,132096
1762830008.539685000,10.10.216.21,443,10.10.64.28,18754,0x0010,112893,1227,1310,,,,,64384
1762830008.539700000,10.10.216.21,443,10.10.64.28,18754,0x0010,114203,1227,1310,,,,,64384
1762830008.545309000,10.10.216.21,443,10.10.64.28,18756,0x0010,53867,1211,1310,,,,,64384
1762830008.548004000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,51247,0,,,,0.050260000,132096
1762830008.575336000,10.10.216.21,443,10.10.64.28,18754,0x0010,115513,1227,1310,,,,,64384
1762830008.588941000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,114203,0,,,,0.049256000,132096
1762830008.589050000,10.10.216.21,443,10.10.64.28,18754,0x0010,116823,1227,1310,,,,,64384
1762830008.589619000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,114203,0,,,1\,1,,132096
1762830008.589735000,10.10.216.21,443,10.10.64.28,18754,0x0010,114203,1227,1310,1,,,,64384
1762830008.590203000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,115513,0,,,,0.050503000,132096
1762830008.590296000,10.10.216.21,443,10.10.64.28,18754,0x0010,115513,1227,1310,1,,,,64384
1762830008.590314000,10.10.216.21,443,10.10.64.28,18754,0x0010,118133,1227,1310,,,,,64384
1762830008.590739000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,115513,0,,,1\,1,,132096
1762830008.590824000,10.10.216.21,443,10.10.64.28,18754,0x0010,115513,1227,1310,1,,,,64384
1762830008.591251000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,119443,0,,,,0.000937000,132096
1762830008.591306000,10.10.216.21,443,10.10.64.28,18754,0x0010,119443,1227,1310,,,,,64384
1762830008.591324000,10.10.216.21,443,10.10.64.28,18754,0x0010,120753,1227,1310,,,,,64384
1762830008.635335000,10.10.216.21,443,10.10.64.28,18754,0x0010,122063,1227,1310,,,,,64384
1762830008.635894000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,120753,0,,,,0.044588000,132096
1762830008.636019000,10.10.216.21,443,10.10.64.28,18754,0x0010,123373,1227,1310,,,,,64384
1762830008.636039000,10.10.216.21,443,10.10.64.28,18754,0x0010,124683,1227,1310,,,,,64384
1762830008.636500000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,120753,0,,,1\,1,,132096
1762830008.636609000,10.10.216.21,443,10.10.64.28,18754,0x0010,120753,1227,1310,1,,,,64384
1762830008.637069000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,123373,0,,,,0.001734000,132096
1762830008.637147000,10.10.216.21,443,10.10.64.28,18754,0x0010,123373,1227,1310,1,,,,64384
1762830008.637166000,10.10.216.21,443,10.10.64.28,18754,0x0010,125993,1227,1310,,,,,64384
1762830008.637622000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,123373,0,,,1\,1,,132096
1762830008.637696000,10.10.216.21,443,10.10.64.28,18754,0x0010,123373,1227,1310,1,,,,64384
1762830008.638173000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,127303,0,,,,0.001007000,132096
1762830008.638233000,10.10.216.21,443,10.10.64.28,18754,0x0010,127303,1227,1310,,,,,64384
1762830008.638245000,10.10.216.21,443,10.10.64.28,18754,0x0010,128613,1227,1310,,,,,64384
1762830008.638685000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,128613,0,,,,0.000452000,132096
1762830008.638729000,10.10.216.21,443,10.10.64.28,18754,0x0010,129923,1227,1310,,,,,64384
1762830008.638748000,10.10.216.21,443,10.10.64.28,18754,0x0010,131233,1227,1310,,,,,64384
1762830008.639236000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,131233,0,,,,0.000507000,132096
1762830008.639319000,10.10.216.21,443,10.10.64.28,18754,0x0010,132543,1227,1310,,,,,64384
1762830008.639338000,10.10.216.21,443,10.10.64.28,18754,0x0010,133853,1227,1310,,,,,64384
1762830008.639767000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,133853,0,,,,0.000448000,132096
1762830008.639828000,10.10.216.21,443,10.10.64.28,18754,0x0010,135163,1227,1310,,,,,64384
1762830008.639848000,10.10.216.21,443,10.10.64.28,18754,0x0010,136473,1227,1310,,,,,64384
1762830008.640275000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,136473,0,,,,0.000447000,132096
1762830008.640313000,10.10.216.21,443,10.10.64.28,18754,0x0010,137783,1227,1310,,,,,64384
1762830008.640328000,10.10.216.21,443,10.10.64.28,18754,0x0010,139093,1227,1310,,,,,64384
1762830008.640743000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,136473,0,,,1\,1,,132096
1762830008.640791000,10.10.216.21,443,10.10.64.28,18754,0x0010,136473,1227,1310,1,,,,64384
1762830008.641262000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,137783,0,,,,0.001414000,132096
1762830008.641323000,10.10.216.21,443,10.10.64.28,18754,0x0010,137783,1227,1310,1,,,,64384
1762830008.641351000,10.10.216.21,443,10.10.64.28,18754,0x0010,140403,1227,1310,,,,,64384
1762830008.641886000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,137783,0,,,1\,1,,132096
1762830008.641934000,10.10.216.21,443,10.10.64.28,18754,0x0010,137783,1227,1310,1,,,,64384
1762830008.642446000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,141713,0,,,,0.001095000,132096
1762830008.642489000,10.10.216.21,443,10.10.64.28,18754,0x0010,141713,1227,1310,,,,,64384
1762830008.642503000,10.10.216.21,443,10.10.64.28,18754,0x0010,143023,1227,1310,,,,,64384
1762830008.642986000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,144333,0,,,,0.000483000,132096
1762830008.643018000,10.10.216.21,443,10.10.64.28,18754,0x0010,144333,1227,1310,,,,,64384
1762830008.643031000,10.10.216.21,443,10.10.64.28,18754,0x0010,145643,1227,1310,,,,,64384
1762830008.643169000,10.10.216.21,443,10.10.64.28,18754,0x0010,146953,1227,1310,,,,,64384
1762830008.643609000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,146953,0,,,,0.000578000,132096
1762830008.643649000,10.10.216.21,443,10.10.64.28,18754,0x0010,148263,1227,2620,,,,,64384
1762830008.643662000,10.10.216.21,443,10.10.64.28,18754,0x0010,150883,1227,1310,,,,,64384
1762830008.644067000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,149573,0,,,,0.000418000,132096
1762830008.644094000,10.10.216.21,443,10.10.64.28,18754,0x0010,152193,1227,2620,,,,,64384
1762830008.644105000,10.10.216.21,443,10.10.64.28,18754,0x0010,154813,1227,1310,,,,,64384
1762830008.644137000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,152193,0,,,,0.000475000,132096
1762830008.644159000,10.10.216.21,443,10.10.64.28,18754,0x0010,156123,1227,2620,,,,,64384
1762830008.644243000,10.10.216.21,443,10.10.64.28,18754,0x0010,158743,1227,1310,,,,,64384
1762830008.644591000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,153503,0,,,,0.000497000,132096
1762830008.644628000,10.10.216.21,443,10.10.64.28,18754,0x0010,160053,1227,2620,,,,,64384
1762830008.644642000,10.10.216.21,443,10.10.64.28,18754,0x0010,162673,1227,1310,,,,,64384
1762830008.644672000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,153503,0,,,1\,1,,132096
1762830008.644684000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,153503,0,,,1\,1,,132096
1762830008.644709000,10.10.216.21,443,10.10.64.28,18754,0x0010,153503,1227,1310,1,1,,,64384
1762830008.645050000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,153503,0,,,1\,1,,132096
1762830008.645080000,10.10.216.21,443,10.10.64.28,18754,0x0010,154813,1227,1310,1,1,,,64384
1762830008.645089000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,153503,0,,,1\,1,,132096
1762830008.645108000,10.10.216.21,443,10.10.64.28,18754,0x0010,160053,1227,1310,1,1,,,64384
1762830008.645153000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,154813,0,,,,0.001059000,132096
1762830008.645175000,10.10.216.21,443,10.10.64.28,18754,0x0010,163983,1227,1310,,,,,64384
1762830008.645186000,10.10.216.21,443,10.10.64.28,18754,0x0010,165293,1227,1310,,,,,64384
1762830008.645493000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,160053,0,,,,0.001250000,132096
1762830008.645562000,10.10.216.21,443,10.10.64.28,18754,0x0010,166603,1227,1310,,,,,64384
1762830008.645576000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,163983,0,,,,0.000934000,132096
1762830008.645609000,10.10.216.21,443,10.10.64.28,18754,0x0010,167913,1227,1310,,,,,64384
1762830008.645613000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,166603,0,,,,0.000427000,132096
1762830008.645631000,10.10.216.21,443,10.10.64.28,18754,0x0010,169223,1227,2620,,,,,64384
1762830008.646022000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,167913,0,,,,0.000460000,132096
1762830008.646070000,10.10.216.21,443,10.10.64.28,18754,0x0010,171843,1227,2620,,,,,64384
1762830008.646122000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,167913,0,,,1\,1,,132096
1762830008.646148000,10.10.216.21,443,10.10.64.28,18754,0x0010,174463,1227,1310,,,,,64384
1762830008.646482000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,167913,0,,,1\,1,,132096
1762830008.646519000,10.10.216.21,443,10.10.64.28,18754,0x0010,167913,1227,1310,1,1,,,64384
1762830008.646530000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,167913,0,,,1\,1,,132096
1762830008.646550000,10.10.216.21,443,10.10.64.28,18754,0x0010,170533,1227,1310,1,1,,,64384
1762830008.646614000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,167913,0,,,1\,1,,132096
1762830008.646636000,10.10.216.21,443,10.10.64.28,18754,0x0010,175773,1227,1310,,,,,64384
1762830008.646924000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,170533,0,,,,0.001293000,132096
1762830008.646945000,10.10.216.21,443,10.10.64.28,18754,0x0010,177083,1227,1310,,,,,64384
1762830008.647429000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,170533,0,,,1\,1,,132096
1762830008.647464000,10.10.216.21,443,10.10.64.28,18754,0x0010,170533,1227,1310,1,,,,64384
1762830008.647896000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,175773,0,,,,0.001748000,132096
1762830008.647927000,10.10.216.21,443,10.10.64.28,18754,0x0010,175773,1227,1310,1,,,,64384
1762830008.647939000,10.10.216.21,443,10.10.64.28,18754,0x0010,178393,1227,1310,,,,,64384
1762830008.648348000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,175773,0,,,1\,1,,132096
1762830008.648370000,10.10.216.21,443,10.10.64.28,18754,0x0010,175773,1227,1310,1,,,,64384
1762830008.648794000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,179703,0,,,,0.000855000,132096
1762830008.648838000,10.10.216.21,443,10.10.64.28,18754,0x0010,179703,1227,1310,,,,,64384
1762830008.648853000,10.10.216.21,443,10.10.64.28,18754,0x0010,181013,1227,1310,,,,,64384
1762830008.649326000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,182323,0,,,,0.000473000,132096
1762830008.649354000,10.10.216.21,443,10.10.64.28,18754,0x0010,182323,1227,1310,,,,,64384
1762830008.649366000,10.10.216.21,443,10.10.64.28,18754,0x0010,183633,1227,1310,,,,,64384
1762830008.695317000,10.10.216.21,443,10.10.64.28,18754,0x0010,184943,1227,1310,,,,,64384
1762830008.695865000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,182323,0,,,1\,1,,132096
1762830008.695960000,10.10.216.21,443,10.10.64.28,18754,0x0010,182323,1227,1310,1,,,,64384
1762830008.696470000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,183633,0,,,,0.047116000,132096
1762830008.696554000,10.10.216.21,443,10.10.64.28,18754,0x0010,183633,1227,1310,1,,,,64384
1762830008.696577000,10.10.216.21,443,10.10.64.28,18754,0x0010,186253,1227,1310,,,,,64384
1762830008.735316000,10.10.216.21,443,10.10.64.28,18756,0x0010,51247,1211,1310,1,,,,64384
1762830008.784998000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,52557,0,,,,0.287240000,132096
1762830008.785125000,10.10.216.21,443,10.10.64.28,18756,0x0010,55177,1211,1310,,,,,64384
1762830008.785151000,10.10.216.21,443,10.10.64.28,18756,0x0010,56487,1211,1310,,,,,64384
1762830008.785632000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,52557,0,,,1\,1,,132096
1762830008.785685000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,52557,0,,,1\,1,,132096
1762830008.785745000,10.10.216.21,443,10.10.64.28,18756,0x0010,52557,1211,1310,1,1,,,64384
1762830008.785768000,10.10.216.21,443,10.10.64.28,18756,0x0010,53867,1211,1310,1,1,,,64384
1762830008.786276000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,53867,0,,,,0.288375000,132096
1762830008.786330000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,57797,0,,,,0.001179000,132096
1762830008.786396000,10.10.216.21,443,10.10.64.28,18756,0x0010,57797,1211,1310,,,,,64384
1762830008.786416000,10.10.216.21,443,10.10.64.28,18756,0x0010,59107,1211,1310,,,,,64384
1762830008.787069000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,60417,0,,,,0.000653000,132096
1762830008.787191000,10.10.216.21,443,10.10.64.28,18756,0x0010,60417,1211,1310,,,,,64384
1762830008.787220000,10.10.216.21,443,10.10.64.28,18756,0x0010,61727,1211,1310,,,,,64384
1762830008.787748000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,60417,0,,,1\,1,,132096
1762830008.787776000,10.10.216.21,443,10.10.64.28,18756,0x0010,63037,1211,1310,,,,,64384
1762830008.825320000,10.10.216.21,443,10.10.64.28,18756,0x0010,60417,1211,1310,1,,,,64384
1762830008.825809000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,63037,0,,,,0.038589000,132096
1762830008.825893000,10.10.216.21,443,10.10.64.28,18756,0x0010,63037,1211,1310,1,,,,64384
1762830008.825913000,10.10.216.21,443,10.10.64.28,18756,0x0010,64347,1211,1310,,,,,64384
1762830008.826455000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,65657,0,,,,0.000542000,132096
1762830008.826557000,10.10.216.21,443,10.10.64.28,18756,0x0010,65657,1211,1310,,,,,64384
1762830008.826579000,10.10.216.21,443,10.10.64.28,18756,0x0010,66967,1211,1310,,,,,64384
1762830008.875305000,10.10.216.21,443,10.10.64.28,18756,0x0010,68277,1211,1310,,,,,64384
1762830008.877000000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,66967,0,,,,0.050443000,132096
1762830008.925313000,10.10.216.21,443,10.10.64.28,18754,0x0010,183633,1227,1310,1,,,,64384
1762830008.925936000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,186253,0,,,,0.230619000,132096
1762830008.926042000,10.10.216.21,443,10.10.64.28,18754,0x0010,186253,1227,1310,1,,,,64384
1762830008.926070000,10.10.216.21,443,10.10.64.28,18754,0x0010,187563,1227,1310,,,,,64384
1762830008.926558000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,186253,0,,,1\,1,,132096
1762830008.926635000,10.10.216.21,443,10.10.64.28,18754,0x0010,186253,1227,1310,1,,,,64384
1762830009.065322000,10.10.216.21,443,10.10.64.28,18756,0x0010,66967,1211,1310,1,,,,64384
1762830009.115991000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,68277,0,,,,0.289412000,132096
1762830009.116115000,10.10.216.21,443,10.10.64.28,18756,0x0010,69587,1211,1310,,,,,64384
1762830009.116143000,10.10.216.21,443,10.10.64.28,18756,0x0010,70897,1211,1310,,,,,64384
1762830009.116584000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,68277,0,,,1\,1,,132096
1762830009.116676000,10.10.216.21,443,10.10.64.28,18756,0x0010,68277,1211,1310,1,,,,64384
1762830009.116696000,10.10.216.21,443,10.10.64.28,18756,0x0010,69587,1211,1310,1,,,,64384
1762830009.117274000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,68277,0,,,1\,1,,132096
1762830009.117369000,10.10.216.21,443,10.10.64.28,18756,0x0010,68277,1211,1310,1,1,,,64384
1762830009.155284000,10.10.216.21,443,10.10.64.28,18754,0x0010,186253,1227,1310,1,,,,64384
1762830009.155856000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,188873,0,,,,0.229786000,132096
1762830009.155968000,10.10.216.21,443,10.10.64.28,18754,0x0010,188873,1227,1310,,,,,64384
1762830009.155987000,10.10.216.21,443,10.10.64.28,18754,0x0010,190183,1227,1310,,,,,64384
1762830009.156548000,10.10.64.28,18754,10.10.216.21,443,0x0010,1227,191493,0,,,,0.000561000,132096
1762830009.156671000,10.10.216.21,443,10.10.64.28,18754,0x0010,191493,1227,1310,,,,,64384
1762830009.156692000,10.10.216.21,443,10.10.64.28,18754,0x0010,192803,1227,1310,,,,,64384
