frame.time_epoch,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.flags,tcp.seq,tcp.ack,tcp.len,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.duplicate_ack,tcp.analysis.ack_rtt,tcp.window_size
1762830068.158926000,10.10.216.21,443,10.10.64.28,18756,0x0010,6310427,1211,1310,,,,,64384
1762830068.158967000,10.10.216.21,443,10.10.64.28,18756,0x0010,6311737,1211,3930,,,,,64384
1762830068.159013000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6306497,0,,,,0.000524000,132096
1762830068.159088000,10.10.216.21,443,10.10.64.28,18756,0x0010,6315667,1211,2620,,,,,64384
1762830068.159267000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6310427,0,,,,0.000474000,132096
1762830068.159293000,10.10.216.21,443,10.10.64.28,18756,0x0010,6318287,1211,5240,,,,,64384
1762830068.159429000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6315667,0,,,,0.000462000,132096
1762830068.159501000,10.10.216.21,443,10.10.64.28,18756,0x0010,6323527,1211,7860,,,,,64384
1762830068.159518000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6316977,0,,,,0.000430000,132096
1762830068.159551000,10.10.216.21,443,10.10.64.28,18756,0x0010,6331387,1211,2620,,,,,64384
1762830068.159690000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6319597,0,,,,0.000397000,132096
1762830068.159741000,10.10.216.21,443,10.10.64.28,18756,0x0010,6334007,1211,3930,,,,,64384
1762830068.159763000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6323527,0,,,,0.000470000,132096
1762830068.159786000,10.10.216.21,443,10.10.64.28,18756,0x0010,6337937,1211,5240,,,,,64384
1762830068.159881000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,,0.000380000,132096
1762830068.159911000,10.10.216.21,443,10.10.64.28,18756,0x0010,6343177,1211,2620,,,,,64384
1762830068.159951000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.159977000,10.10.216.21,443,10.10.64.28,18756,0x0010,6345797,1211,1310,,,,,64384
1762830068.160206000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160225000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160231000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160237000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160242000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160247000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160289000,10.10.216.21,443,10.10.64.28,18756,0x0010,6324837,1211,1310,1,1,,,64384
1762830068.160303000,10.10.216.21,443,10.10.64.28,18756,0x0010,6327457,1211,1310,1,1,,,64384
1762830068.160307000,10.10.216.21,443,10.10.64.28,18756,0x0010,6347107,1211,1310,,,,,64384
1762830068.160390000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160404000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160411000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160416000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160432000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160437000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160485000,10.10.216.21,443,10.10.64.28,18756,0x0010,6348417,1211,1310,,,,,64384
1762830068.160499000,10.10.216.21,443,10.10.64.28,18756,0x0010,6349727,1211,1310,,,,,64384
1762830068.160503000,10.10.216.21,443,10.10.64.28,18756,0x0010,6351037,1211,1310,,,,,64384
1762830068.160507000,10.10.216.21,443,10.10.64.28,18756,0x0010,6352347,1211,1310,,,,,64384
1762830068.160511000,10.10.216.21,443,10.10.64.28,18756,0x0010,6353657,1211,1310,,,,,64384
1762830068.160514000,10.10.216.21,443,10.10.64.28,18756,0x0010,6354967,1211,1310,,,,,64384
1762830068.160518000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160535000,10.10.216.21,443,10.10.64.28,18756,0x0010,6356277,1211,1310,,,,,64384
1762830068.160691000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160716000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160752000,10.10.216.21,443,10.10.64.28,18756,0x0010,6357587,1211,1310,,,,,64384
1762830068.160769000,10.10.216.21,443,10.10.64.28,18756,0x0010,6324837,1211,1310,1,1,,,64384
1762830068.160772000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160789000,10.10.216.21,443,10.10.64.28,18756,0x0018,6358897,1211,1310,,,,,64384
1762830068.160880000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160909000,10.10.216.21,443,10.10.64.28,18756,0x0010,6360207,1211,1310,,,,,64384
1762830068.160943000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.160965000,10.10.216.21,443,10.10.64.28,18756,0x0010,6361517,1211,1310,,,,,64384
1762830068.161144000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161168000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161175000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161180000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161185000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161229000,10.10.216.21,443,10.10.64.28,18756,0x0010,6362827,1211,1310,,,,,64384
1762830068.161244000,10.10.216.21,443,10.10.64.28,18756,0x0010,6364137,1211,1310,,,,,64384
1762830068.161248000,10.10.216.21,443,10.10.64.28,18756,0x0010,6365447,1211,1310,,,,,64384
1762830068.161256000,10.10.216.21,443,10.10.64.28,18756,0x0010,6366757,1211,1310,,,,,64384
1762830068.161260000,10.10.216.21,443,10.10.64.28,18756,0x0010,6368067,1211,1310,,,,,64384
1762830068.161263000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6324837,0,,,1\,1,,132096
1762830068.161281000,10.10.216.21,443,10.10.64.28,18756,0x0010,6369377,1211,1310,,,,,64384
1762830068.161374000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6358897,0,,,,0.000622000,132096
1762830068.161383000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6361517,0,,,,0.000474000,132096
1762830068.161425000,10.10.216.21,443,10.10.64.28,18756,0x0010,6370687,1211,5240,,,,,64384
1762830068.161636000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,,0.000671000,132096
1762830068.161703000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.161902000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.161910000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.161916000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.161922000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.161957000,10.10.216.21,443,10.10.64.28,18756,0x0010,6362827,1211,1310,1,1,,,64384
1762830068.161970000,10.10.216.21,443,10.10.64.28,18756,0x0010,6375927,1211,1310,,,,,64384
1762830068.161974000,10.10.216.21,443,10.10.64.28,18756,0x0010,6377237,1211,1310,,,,,64384
1762830068.161978000,10.10.216.21,443,10.10.64.28,18756,0x0010,6370687,1211,1310,1,1,,,64384
1762830068.162023000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.162039000,10.10.216.21,443,10.10.64.28,18756,0x0010,6378547,1211,1310,,,,,64384
1762830068.162136000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6362827,0,,,1\,1,,132096
1762830068.162161000,10.10.216.21,443,10.10.64.28,18756,0x0010,6379857,1211,1310,,,,,64384
1762830068.162399000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6370687,0,,,,0.001118000,132096
1762830068.162439000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6370687,0,,,1\,1,,132096
1762830068.162491000,10.10.216.21,443,10.10.64.28,18756,0x0010,6381167,1211,2620,,,,,64384
1762830068.162517000,10.10.216.21,443,10.10.64.28,18756,0x0010,6383787,1211,1310,,,,,64384
1762830068.162521000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,,0.000551000,132096
1762830068.162582000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,1\,1,,132096
1762830068.162630000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,1\,1,,132096
1762830068.162655000,10.10.216.21,443,10.10.64.28,18756,0x0010,6377237,1211,1310,1,1,,,64384
1762830068.162942000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,1\,1,,132096
1762830068.162961000,10.10.216.21,443,10.10.64.28,18756,0x0010,6385097,1211,1310,,,,,64384
1762830068.163074000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,1\,1,,132096
1762830068.163101000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6377237,0,,,1\,1,,132096
1762830068.163143000,10.10.216.21,443,10.10.64.28,18756,0x0010,6386407,1211,1310,,,,,64384
1762830068.163158000,10.10.216.21,443,10.10.64.28,18756,0x0010,6387717,1211,1310,,,,,64384
1762830068.163162000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6385097,0,,,,0.000645000,132096
1762830068.163183000,10.10.216.21,443,10.10.64.28,18756,0x0010,6389027,1211,1310,,,,,64384
1762830068.163427000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6386407,0,,,,0.000466000,132096
1762830068.163631000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6389027,0,,,,0.000473000,132096
1762830068.163653000,10.10.216.21,443,10.10.64.28,18756,0x0010,6390337,1211,2620,,,,,64384
1762830068.163667000,10.10.216.21,443,10.10.64.28,18756,0x0010,6392957,1211,2620,,,,,64384
1762830068.164168000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6391647,0,,,,0.000515000,132096
1762830068.164192000,10.10.216.21,443,10.10.64.28,18756,0x0010,6395577,1211,2620,,,,,64384
1762830068.164275000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6395577,0,,,,0.000608000,132096
1762830068.164297000,10.10.216.21,443,10.10.64.28,18756,0x0010,6398197,1211,3930,,,,,64384
1762830068.164310000,10.10.216.21,443,10.10.64.28,18756,0x0010,6402127,1211,1310,,,,,64384
1762830068.164684000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6395577,0,,,1\,1,,132096
1762830068.164733000,10.10.216.21,443,10.10.64.28,18756,0x0010,6395577,1211,1310,1,,,,64384
1762830068.164747000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6395577,0,,,1\,1,,132096
1762830068.164768000,10.10.216.21,443,10.10.64.28,18756,0x0010,6396887,1211,1310,1,1,,,64384
1762830068.164829000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6395577,0,,,1\,1,,132096
1762830068.164884000,10.10.216.21,443,10.10.64.28,18756,0x0010,6399507,1211,1310,1,1,,,64384
1762830068.165158000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6396887,0,,,,0.000966000,132096
1762830068.165203000,10.10.216.21,443,10.10.64.28,18756,0x0010,6403437,1211,2620,,,,,64384
1762830068.165309000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6399507,0,,,,0.001012000,132096
1762830068.165332000,10.10.216.21,443,10.10.64.28,18756,0x0010,6406057,1211,1310,,,,,64384
1762830068.165473000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6403437,0,,,,0.001163000,132096
1762830068.165608000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6404747,0,,,,0.000405000,132096
1762830068.165633000,10.10.216.21,443,10.10.64.28,18756,0x0010,6407367,1211,2620,,,,,64384
1762830068.165787000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6404747,0,,,1\,1,,132096
1762830068.165831000,10.10.216.21,443,10.10.64.28,18756,0x0010,6404747,1211,1310,1,,,,64384
1762830068.166070000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6404747,0,,,1\,1,,132096
1762830068.166130000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6404747,0,,,1\,1,,132096
1762830068.166159000,10.10.216.21,443,10.10.64.28,18756,0x0010,6409987,1211,1310,,,,,64384
1762830068.166331000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6409987,0,,,,0.000698000,132096
1762830068.166359000,10.10.216.21,443,10.10.64.28,18756,0x0010,6411297,1211,1310,,,,,64384
1762830068.166753000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6409987,0,,,1\,1,,132096
1762830068.166791000,10.10.216.21,443,10.10.64.28,18756,0x0010,6409987,1211,1310,1,,,,64384
1762830068.167325000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6412607,0,,,,0.000966000,132096
1762830068.167375000,10.10.216.21,443,10.10.64.28,18756,0x0010,6412607,1211,1310,,,,,64384
1762830068.167390000,10.10.216.21,443,10.10.64.28,18756,0x0010,6413917,1211,1310,,,,,64384
1762830068.167799000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6412607,0,,,1\,1,,132096
1762830068.167820000,10.10.216.21,443,10.10.64.28,18756,0x0010,6415227,1211,1310,,,,,64384
1762830068.168312000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6412607,0,,,1\,1,,132096
1762830068.168348000,10.10.216.21,443,10.10.64.28,18756,0x0010,6412607,1211,1310,1,1,,,64384
1762830068.168771000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6416537,0,,,,0.000951000,132096
1762830068.168810000,10.10.216.21,443,10.10.64.28,18756,0x0010,6416537,1211,1310,,,,,64384
1762830068.168826000,10.10.216.21,443,10.10.64.28,18756,0x0010,6417847,1211,1310,,,,,64384
1762830068.169463000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6419157,0,,,,0.000637000,132096
1762830068.169509000,10.10.216.21,443,10.10.64.28,18756,0x0010,6419157,1211,1310,,,,,64384
1762830068.169524000,10.10.216.21,443,10.10.64.28,18756,0x0010,6420467,1211,1310,,,,,64384
1762830068.169529000,10.10.216.21,443,10.10.64.28,18756,0x0010,6421777,1211,1310,,,,,64384
1762830068.169994000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6423087,0,,,,0.000465000,132096
1762830068.170022000,10.10.216.21,443,10.10.64.28,18756,0x0010,6423087,1211,1310,,,,,64384
1762830068.170034000,10.10.216.21,443,10.10.64.28,18756,0x0010,6424397,1211,1310,,,,,64384
1762830068.170039000,10.10.216.21,443,10.10.64.28,18756,0x0010,6425707,1211,1310,,,,,64384
1762830068.170586000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6424397,0,,,,0.000564000,132096
1762830068.170626000,10.10.216.21,443,10.10.64.28,18756,0x0010,6427017,1211,1310,,,,,64384
1762830068.171249000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6425707,0,,,,0.001215000,132096
1762830068.171280000,10.10.216.21,443,10.10.64.28,18756,0x0010,6428327,1211,1310,,,,,64384
1762830068.171292000,10.10.216.21,443,10.10.64.28,18756,0x0010,6429637,1211,1310,,,,,64384
1762830068.171660000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6425707,0,,,1\,1,,132096
1762830068.171702000,10.10.216.21,443,10.10.64.28,18756,0x0010,6425707,1211,1310,1,,,,64384
1762830068.171786000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6425707,0,,,1\,1,,132096
1762830068.171806000,10.10.216.21,443,10.10.64.28,18756,0x0010,6430947,1211,1310,,,,,64384
1762830068.172286000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6430947,0,,,,0.000994000,132096
1762830068.172321000,10.10.216.21,443,10.10.64.28,18756,0x0010,6432257,1211,1310,,,,,64384
1762830068.172357000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6432257,0,,,,0.000551000,132096
1762830068.172381000,10.10.216.21,443,10.10.64.28,18756,0x0010,6433567,1211,1310,,,,,64384
1762830068.172393000,10.10.216.21,443,10.10.64.28,18756,0x0010,6434877,1211,1310,,,,,64384
1762830068.172779000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6436187,0,,,,0.000386000,132096
1762830068.172806000,10.10.216.21,443,10.10.64.28,18756,0x0010,6436187,1211,2620,,,,,64384
1762830068.172820000,10.10.216.21,443,10.10.64.28,18756,0x0010,6438807,1211,1310,,,,,64384
1762830068.172824000,10.10.216.21,443,10.10.64.28,18756,0x0010,6440117,1211,1310,,,,,64384
1762830068.173254000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6437497,0,,,,0.000448000,132096
1762830068.173300000,10.10.216.21,443,10.10.64.28,18756,0x0010,6441427,1211,2620,,,,,64384
1762830068.173396000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6441427,0,,,,0.000572000,132096
1762830068.173425000,10.10.216.21,443,10.10.64.28,18756,0x0010,6444047,1211,3930,,,,,64384
1762830068.173439000,10.10.216.21,443,10.10.64.28,18756,0x0010,6447977,1211,1310,,,,,64384
1762830068.173705000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6442737,0,,,,0.000405000,132096
1762830068.173842000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6447977,0,,,,0.000417000,132096
1762830068.173865000,10.10.216.21,443,10.10.64.28,18756,0x0010,6449287,1211,5240,,,,,64384
1762830068.173879000,10.10.216.21,443,10.10.64.28,18756,0x0010,6454527,1211,5240,,,,,64384
1762830068.174339000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6450597,0,,,,0.000474000,132096
1762830068.174418000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,,0.000553000,132096
1762830068.174448000,10.10.216.21,443,10.10.64.28,18756,0x0010,6459767,1211,6550,,,,,64384
1762830068.174498000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.174509000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.174531000,10.10.216.21,443,10.10.64.28,18756,0x0010,6453217,1211,1310,1,1,,,64384
1762830068.174831000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.174859000,10.10.216.21,443,10.10.64.28,18756,0x0010,6458457,1211,1310,1,1,,,64384
1762830068.174937000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.174975000,10.10.216.21,443,10.10.64.28,18756,0x0010,6466317,1211,1310,,,,,64384
1762830068.175101000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.175111000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.175117000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6453217,0,,,1\,1,,132096
1762830068.175123000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6458457,0,,,,0.001244000,132096
1762830068.175151000,10.10.216.21,443,10.10.64.28,18756,0x0010,6467627,1211,1310,,,,,64384
1762830068.175161000,10.10.216.21,443,10.10.64.28,18756,0x0010,6468937,1211,1310,,,,,64384
1762830068.175166000,10.10.216.21,443,10.10.64.28,18756,0x0010,6470247,1211,1310,,,,,64384
1762830068.175169000,10.10.216.21,443,10.10.64.28,18756,0x0010,6471557,1211,2620,,,,,64384
1762830068.175275000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6466317,0,,,,0.000827000,132096
1762830068.175567000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6468937,0,,,,0.000416000,132096
1762830068.175607000,10.10.216.21,443,10.10.64.28,18756,0x0010,6474177,1211,3930,,,,,64384
1762830068.175716000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,,0.000547000,132096
1762830068.175768000,10.10.216.21,443,10.10.64.28,18756,0x0010,6478107,1211,3930,,,,,64384
1762830068.175992000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176021000,10.10.216.21,443,10.10.64.28,18756,0x0010,6472867,1211,1310,1,,,,64384
1762830068.176211000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176253000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176262000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176310000,10.10.216.21,443,10.10.64.28,18756,0x0010,6482037,1211,1310,,,,,64384
1762830068.176359000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176371000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6472867,0,,,1\,1,,132096
1762830068.176396000,10.10.216.21,443,10.10.64.28,18756,0x0010,6483347,1211,1310,,,,,64384
1762830068.176407000,10.10.216.21,443,10.10.64.28,18756,0x0010,6484657,1211,1310,,,,,64384
1762830068.176423000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6482037,0,,,,0.000655000,132096
1762830068.176462000,10.10.216.21,443,10.10.64.28,18756,0x0010,6485967,1211,1310,,,,,64384
1762830068.176724000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6483347,0,,,,0.000414000,132096
1762830068.176840000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6487277,0,,,,0.000378000,132096
1762830068.176864000,10.10.216.21,443,10.10.64.28,18756,0x0010,6487277,1211,2620,,,,,64384
1762830068.176877000,10.10.216.21,443,10.10.64.28,18756,0x0010,6489897,1211,2620,,,,,64384
1762830068.176882000,10.10.216.21,443,10.10.64.28,18756,0x0010,6492517,1211,1310,,,,,64384
1762830068.177260000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6488587,0,,,,0.000396000,132096
1762830068.177371000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6488587,0,,,1\,1,,132096
1762830068.177392000,10.10.216.21,443,10.10.64.28,18756,0x0010,6493827,1211,2620,,,,,64384
1762830068.177520000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6488587,0,,,1\,1,,132096
1762830068.177783000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6488587,0,,,1\,1,,132096
1762830068.177826000,10.10.216.21,443,10.10.64.28,18756,0x0010,6488587,1211,1310,1,1,,,64384
1762830068.177925000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6488587,0,,,1\,1,,132096
1762830068.177974000,10.10.216.21,443,10.10.64.28,18756,0x0010,6489897,1211,1310,1,1,,,64384
1762830068.178237000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6489897,0,,,,0.001373000,132096
1762830068.178272000,10.10.216.21,443,10.10.64.28,18756,0x0010,6496447,1211,1310,,,,,64384
1762830068.178287000,10.10.216.21,443,10.10.64.28,18756,0x0010,6497757,1211,1310,,,,,64384
1762830068.178368000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6496447,0,,,,0.000976000,132096
1762830068.178436000,10.10.216.21,443,10.10.64.28,18756,0x0010,6499067,1211,1310,,,,,64384
1762830068.225297000,10.10.216.21,443,10.10.64.28,18756,0x0010,6500377,1211,1310,,,,,64384
1762830068.225811000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6496447,0,,,1\,1,,132096
1762830068.225940000,10.10.216.21,443,10.10.64.28,18756,0x0010,6496447,1211,1310,1,,,,64384
1762830068.455381000,10.10.216.21,443,10.10.64.28,18756,0x0010,6496447,1211,1310,1,,,,64384
1762830068.885373000,10.10.216.21,443,10.10.64.28,18756,0x0010,6496447,1211,1310,1,,,,64384
1762830068.885919000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6497757,0,,,,0.707647000,132096
1762830068.886067000,10.10.216.21,443,10.10.64.28,18756,0x0010,6501687,1211,1310,,,,,64384
1762830068.886097000,10.10.216.21,443,10.10.64.28,18756,0x0010,6502997,1211,1310,,,,,64384
1762830068.886514000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6497757,0,,,1\,1,,132096
1762830068.886648000,10.10.216.21,443,10.10.64.28,18756,0x0010,6497757,1211,1310,1,,,,64384
1762830068.887291000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6499067,0,,,,0.709004000,132096
1762830068.887414000,10.10.216.21,443,10.10.64.28,18756,0x0010,6499067,1211,1310,1,,,,64384
1762830068.887436000,10.10.216.21,443,10.10.64.28,18756,0x0010,6502997,1211,1310,1,,,,64384
1762830068.887863000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6502997,0,,,,0.001796000,132096
1762830068.887941000,10.10.216.21,443,10.10.64.28,18756,0x0010,6504307,1211,1310,,,,,64384
1762830068.888371000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6505617,0,,,,0.000430000,132096
1762830068.888442000,10.10.216.21,443,10.10.64.28,18756,0x0010,6505617,1211,1310,,,,,64384
1762830068.888458000,10.10.216.21,443,10.10.64.28,18756,0x0010,6506927,1211,1310,,,,,64384
1762830068.888942000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6508237,0,,,,0.000484000,132096
1762830068.889001000,10.10.216.21,443,10.10.64.28,18756,0x0010,6508237,1211,1310,,,,,64384
1762830068.889017000,10.10.216.21,443,10.10.64.28,18756,0x0010,6509547,1211,1310,,,,,64384
1762830068.889471000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6510857,0,,,,0.000454000,132096
1762830068.889530000,10.10.216.21,443,10.10.64.28,18756,0x0010,6510857,1211,1310,,,,,64384
1762830068.889546000,10.10.216.21,443,10.10.64.28,18756,0x0010,6512167,1211,1310,,,,,64384
1762830068.890020000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6513477,0,,,,0.000474000,132096
1762830068.890085000,10.10.216.21,443,10.10.64.28,18756,0x0010,6513477,1211,1310,,,,,64384
1762830068.890103000,10.10.216.21,443,10.10.64.28,18756,0x0010,6514787,1211,1310,,,,,64384
1762830068.890558000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6516097,0,,,,0.000455000,132096
1762830068.890611000,10.10.216.21,443,10.10.64.28,18756,0x0010,6516097,1211,1310,,,,,64384
1762830068.890626000,10.10.216.21,443,10.10.64.28,18756,0x0010,6517407,1211,1310,,,,,64384
1762830068.891073000,10.10.64.28,18756,10.10.216.21,443,0x0010,1211,6518717,0,,,,0.000447000,132096
1762830068.891123000,10.10.216.21,443,10.10.64.28,18756,0x0010,6518717,1211,1310,,,,,64384
